customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
C0514,730,1,22.49,1,1,1,3,Lost
C0515,36,1,12.99,5,1,1,7,Potential Loyalist
C0516,207,4,518.88,3,1,3,7,Hibernating
C0517,284,6,448.65,2,2,3,7,Lost
C0518,30,11,1588.02,5,4,5,14,Champions
C0519,3,5,685.87,5,2,4,11,Potential Loyalist
C0520,175,5,493.1,3,2,3,8,Hibernating
C0521,40,4,294.12,5,1,2,8,Potential Loyalist
C0522,157,1,54.99,3,1,1,5,Hibernating
C0523,11,4,747.64,5,1,4,10,Potential Loyalist
C0524,24,4,374.89,5,1,3,9,Potential Loyalist
C0525,30,5,606.88,5,2,4,11,Potential Loyalist
C0526,51,10,1615.68,5,3,5,13,Loyal Customers
C0527,22,3,302.92,5,1,2,8,Potential Loyalist
C0528,103,6,564.55,4,2,3,9,Potential Loyalist
C0529,395,1,161.97,2,1,1,4,Lost
C0530,6,3,731.91,5,1,4,10,Potential Loyalist
C0531,78,1,54.99,4,1,1,6,Potential Loyalist
C0532,18,4,476.88,5,1,3,9,Potential Loyalist
C0533,40,4,574.87,5,1,3,9,Potential Loyalist
C0534,29,6,635.85,5,2,4,11,Potential Loyalist
C0536,58,2,283.95,5,1,2,8,Potential Loyalist
C0537,35,12,916.39,5,4,5,14,Champions
C0538,70,6,706.15,5,2,4,11,Potential Loyalist
C0539,298,2,314.94,2,1,2,5,Lost
C0540,296,8,742.28,2,3,4,9,At Risk
C0541,69,6,384.38,5,2,3,10,Potential Loyalist
C0542,475,1,149.95,1,1,1,3,Lost
C0543,392,5,514.83,2,2,3,7,Lost
C0544,23,7,616.31,5,2,4,11,Potential Loyalist
C0545,90,4,221.16,4,1,2,7,Potential Loyalist
C0546,41,6,912.56,5,2,5,12,Potential Loyalist
C0547,121,5,255.9,4,2,2,8,Potential Loyalist
C0548,188,6,823.55,3,2,4,9,Hibernating
C0549,74,4,437.88,4,1,3,8,Potential Loyalist
C0550,362,1,71.99,2,1,1,4,Lost
C0551,218,1,38.97,3,1,1,5,Hibernating
C0552,4,2,268.47,5,1,2,8,Potential Loyalist
C0553,20,8,1319.46,5,3,5,13,Loyal Customers
C0554,4,4,279.87,5,1,2,8,Potential Loyalist
C0555,38,4,459.89,5,1,3,9,Potential Loyalist
C0556,1,13,979.15,5,4,5,14,Champions
C0557,365,1,13.49,2,1,1,4,Lost
C0558,111,6,601.05,4,2,4,10,Potential Loyalist
C0559,211,6,603.85,3,2,4,9,Hibernating
C0560,12,4,504.64,5,1,3,9,Potential Loyalist
C0561,55,1,124.95,5,1,1,7,Potential Loyalist
C0562,129,11,1554.13,4,4,5,13,Champions
C0563,1,11,1161.25,5,4,5,14,Champions
C0564,78,4,516.3,4,1,3,8,Potential Loyalist
C0565,206,6,668.33,3,2,4,9,Hibernating
C0566,196,1,89.96,3,1,1,5,Hibernating
C0567,14,7,544.3,5,2,3,10,Potential Loyalist
C0568,24,8,659.48,5,3,4,12,Loyal Customers
C0569,24,8,780.34,5,3,4,12,Loyal Customers
C0570,79,4,238.11,4,1,2,7,Potential Loyalist
C0571,4,6,315.37,5,2,2,9,Potential Loyalist
C0572,421,5,336.86,2,2,2,6,Lost
C0573,12,1,256.47,5,1,2,8,Potential Loyalist
C0574,351,3,315.89,2,1,2,5,Lost
C0575,874,1,179.96,1,1,2,4,Lost
C0576,150,1,67.96,4,1,1,6,Potential Loyalist
C0578,30,8,854.98,5,3,4,12,Loyal Customers
C0579,18,7,1136.68,5,2,5,12,Potential Loyalist
C0580,107,6,373.35,4,2,3,9,Potential Loyalist
C0581,36,4,745.65,5,1,4,10,Potential Loyalist
C0582,40,5,294.85,5,2,2,9,Potential Loyalist
C0583,2,1,151.98,5,1,1,7,Potential Loyalist
C0584,60,12,814.29,5,4,4,13,Champions
C0585,56,8,657.33,5,3,4,12,Loyal Customers
C0586,45,7,1132.78,5,2,5,12,Potential Loyalist
C0587,939,1,174.95,1,1,1,3,Lost
C0588,2,8,1165.68,5,3,5,13,Loyal Customers
C0589,16,4,217.9,5,1,2,8,Potential Loyalist
C0590,139,5,531.36,4,2,3,9,Potential Loyalist
C0591,12,11,1293.52,5,4,5,14,Champions
C0592,375,4,257.19,2,1,2,5,Lost
C0593,100,1,15.99,4,1,1,6,Potential Loyalist
C0594,183,2,48.97,3,1,1,5,Hibernating
C0595,160,9,857.75,3,3,4,10,Loyal Customers
C0596,277,1,219.96,2,1,2,5,Lost
C0597,173,1,63.99,3,1,1,5,Hibernating
C0598,23,10,851.24,5,3,4,12,Loyal Customers
C0599,21,10,1245.01,5,3,5,13,Loyal Customers
C0600,92,7,575.9,4,2,3,9,Potential Loyalist
C0601,291,1,159.97,2,1,1,4,Lost
C0602,5,4,735.37,5,1,4,10,Potential Loyalist
C0603,741,2,208.92,1,1,2,4,Lost
C0604,13,2,249.95,5,1,2,8,Potential Loyalist
C0605,17,3,777.39,5,1,4,10,Potential Loyalist
C0606,74,4,432.86,4,1,3,8,Potential Loyalist
C0607,111,8,978.22,4,3,5,12,Loyal Customers
C0608,342,4,429.92,2,1,3,6,Lost
C0609,464,5,767.89,1,2,4,7,Lost
C0610,47,1,127.47,5,1,1,7,Potential Loyalist
C0611,165,5,271.38,3,2,2,7,Hibernating
C0612,52,4,403.79,5,1,3,9,Potential Loyalist
C0613,250,1,41.57,3,1,1,5,Hibernating
C0614,129,11,1352.9,4,4,5,13,Champions
C0615,49,10,1332.66,5,3,5,13,Loyal Customers
C0616,21,7,545.96,5,2,3,10,Potential Loyalist
C0617,62,3,679.88,5,1,4,10,Potential Loyalist
C0618,75,1,71.96,4,1,1,6,Potential Loyalist
C0619,76,6,802.83,4,2,4,10,Potential Loyalist
C0620,259,5,700.9,2,2,4,8,Lost
C0621,274,4,820.83,2,1,4,7,Lost
C0622,104,7,614.62,4,2,4,10,Potential Loyalist
C0623,129,4,255.89,4,1,2,7,Potential Loyalist
C0624,960,1,48.42,1,1,1,3,Lost
C0625,13,6,593.31,5,2,3,10,Potential Loyalist
C0626,20,7,336.33,5,2,2,9,Potential Loyalist
C0627,55,2,122.96,5,1,1,7,Potential Loyalist
C0628,23,7,1189.01,5,2,5,12,Potential Loyalist
C0629,120,11,929.93,4,4,5,13,Champions
C0630,86,7,329.66,4,2,2,8,Potential Loyalist
C0631,20,3,339.27,5,1,2,8,Potential Loyalist
C0633,31,6,906.56,5,2,5,12,Potential Loyalist
C0634,4,5,440.17,5,2,3,10,Potential Loyalist
C0635,659,1,33.98,1,1,1,3,Lost
C0636,21,4,278.09,5,1,2,8,Potential Loyalist
C0637,53,6,876.31,5,2,5,12,Potential Loyalist
C0638,391,1,124.95,2,1,1,4,Lost
C0639,44,10,1293.21,5,3,5,13,Loyal Customers
C0640,174,6,407.88,3,2,3,8,Hibernating
C0641,158,5,785.88,3,2,4,9,Hibernating
C0642,192,1,53.97,3,1,1,5,Hibernating
C0643,138,3,191.93,4,1,2,7,Potential Loyalist
C0644,27,4,742.89,5,1,4,10,Potential Loyalist
C0645,417,1,14.44,2,1,1,4,Lost
C0646,85,5,519.1,4,2,3,9,Potential Loyalist
C0647,14,1,349.95,5,1,2,8,Potential Loyalist
C0649,22,9,1708.97,5,3,5,13,Loyal Customers
C0650,20,9,1137.53,5,3,5,13,Loyal Customers
C0651,16,4,582.88,5,1,3,9,Potential Loyalist
C0652,617,1,38.22,1,1,1,3,Lost
C0653,62,2,164.94,5,1,1,7,Potential Loyalist
C0654,478,2,199.31,1,1,2,4,Lost
C0655,346,1,79.96,2,1,1,4,Lost
C0656,8,10,781.85,5,3,4,12,Loyal Customers
C0657,29,9,476.82,5,3,3,11,Loyal Customers
C0658,36,6,645.41,5,2,4,11,Potential Loyalist
C0659,60,2,219.92,5,1,2,8,Potential Loyalist
C0660,324,1,62.98,2,1,1,4,Lost
C0661,128,6,569.3,4,2,3,9,Potential Loyalist
C0662,292,2,76.33,2,1,1,4,Lost
C0663,10,8,1590.03,5,3,5,13,Loyal Customers
C0664,14,7,1004.02,5,2,5,12,Potential Loyalist
C0665,166,1,44.97,3,1,1,5,Hibernating
C0666,13,3,100.94,5,1,1,7,Potential Loyalist
C0667,59,1,29.98,5,1,1,7,Potential Loyalist
C0668,87,1,79.96,4,1,1,6,Potential Loyalist
C0669,486,1,249.95,1,1,2,4,Lost
C0670,54,5,653.85,5,2,4,11,Potential Loyalist
C0671,31,2,151.18,5,1,1,7,Potential Loyalist
C0672,35,4,959.86,5,1,5,11,Potential Loyalist
C0673,501,1,56.97,1,1,1,3,Lost
C0674,11,6,377.17,5,2,3,10,Potential Loyalist
C0675,189,5,729.55,3,2,4,9,Hibernating
C0676,18,10,1079.5,5,3,5,13,Loyal Customers
C0677,190,1,84.98,3,1,1,5,Hibernating
C0678,41,7,495.81,5,2,3,10,Potential Loyalist
C0679,83,8,525.06,4,3,3,10,Loyal Customers
C0680,587,1,8.09,1,1,1,3,Lost
C0681,26,5,233.39,5,2,2,9,Potential Loyalist
C0682,17,9,1227.6,5,3,5,13,Loyal Customers
C0683,216,7,688.82,3,2,4,9,Hibernating
C0684,82,6,904.8,4,2,5,11,Potential Loyalist
C0685,43,8,316.43,5,3,2,10,Loyal Customers
C0686,2,7,674.54,5,2,4,11,Potential Loyalist
C0687,31,7,443.46,5,2,3,10,Potential Loyalist
C0688,230,3,107.46,3,1,1,5,Hibernating
C0689,30,7,1500.57,5,2,5,12,Potential Loyalist
C0690,43,4,174.15,5,1,1,7,Potential Loyalist
C0691,958,1,319.96,1,1,2,4,Lost
C0692,127,5,665.33,4,2,4,10,Potential Loyalist
C0693,202,7,623.61,3,2,4,9,Hibernating
C0694,495,8,938.97,1,3,5,9,At Risk
C0695,153,1,199.95,4,1,2,7,Potential Loyalist
C0696,3,7,418.83,5,2,3,10,Potential Loyalist
C0697,36,3,359.91,5,1,2,8,Potential Loyalist
C0698,285,1,139.98,2,1,1,4,Lost
C0699,4,6,479.09,5,2,3,10,Potential Loyalist
C0700,76,6,465.37,4,2,3,9,Potential Loyalist
C0701,23,9,645.12,5,3,4,12,Loyal Customers
C0702,262,5,574.8,2,2,3,7,Lost
C0703,129,7,543.09,4,2,3,9,Potential Loyalist
C0704,33,7,2109.75,5,2,5,12,Potential Loyalist
C0705,75,10,829.98,4,3,4,11,Loyal Customers
C0706,29,9,1381.73,5,3,5,13,Loyal Customers
C0707,1,8,458.33,5,3,3,11,Loyal Customers
C0708,7,6,1062.31,5,2,5,12,Potential Loyalist
C0709,35,7,825.06,5,2,4,11,Potential Loyalist
C0710,119,2,481.93,4,1,3,8,Potential Loyalist
C0711,266,1,203.97,2,1,2,5,Lost
C0712,65,5,566.36,5,2,3,10,Potential Loyalist
C0714,47,8,1311.48,5,3,5,13,Loyal Customers
C0715,47,4,200.38,5,1,2,8,Potential Loyalist
C0716,9,3,363.53,5,1,2,8,Potential Loyalist
C0717,104,1,44.17,4,1,1,6,Potential Loyalist
C0718,18,8,675.58,5,3,4,12,Loyal Customers
C0719,37,4,403.89,5,1,3,9,Potential Loyalist
C0720,33,9,1253.64,5,3,5,13,Loyal Customers
C0721,76,3,150.54,4,1,1,6,Potential Loyalist
C0722,18,5,929.82,5,2,5,12,Potential Loyalist
C0723,906,1,44.97,1,1,1,3,Lost
C0724,8,9,1134.74,5,3,5,13,Loyal Customers
C0725,8,10,1210.64,5,3,5,13,Loyal Customers
C0726,127,10,987.78,4,3,5,12,Loyal Customers
C0727,423,4,561.85,2,1,3,6,Lost
C0728,47,1,249.95,5,1,2,8,Potential Loyalist
C0729,134,5,643.1,4,2,4,10,Potential Loyalist
C0730,33,5,537.05,5,2,3,10,Potential Loyalist
C0731,126,1,37.98,4,1,1,6,Potential Loyalist
C0732,5,5,1522.32,5,2,5,12,Potential Loyalist
C0733,15,6,568.6,5,2,3,10,Potential Loyalist
C0734,160,3,91.45,3,1,1,5,Hibernating
C0735,10,8,1119.29,5,3,5,13,Loyal Customers
C0736,101,3,764.89,4,1,4,9,Potential Loyalist
C0737,37,7,702.8,5,2,4,11,Potential Loyalist
C0738,38,7,997.82,5,2,5,12,Potential Loyalist
C0739,215,5,308.41,3,2,2,7,Hibernating
C0740,127,4,212.37,4,1,2,7,Potential Loyalist
C0741,41,3,547.89,5,1,3,9,Potential Loyalist
C0742,5,2,203.95,5,1,2,8,Potential Loyalist
C0743,1,10,813.9,5,3,4,12,Loyal Customers
C0744,6,8,804.04,5,3,4,12,Loyal Customers
C0745,1,10,1088.59,5,3,5,13,Loyal Customers
C0746,49,8,824.77,5,3,4,12,Loyal Customers
C0747,47,5,424.78,5,2,3,10,Potential Loyalist
C0748,269,6,606.78,2,2,4,8,Lost
C0749,26,8,1143.91,5,3,5,13,Loyal Customers
C0750,14,2,188.96,5,1,2,8,Potential Loyalist
C0751,10,8,780.48,5,3,4,12,Loyal Customers
C0752,275,6,1179.83,2,2,5,9,Lost
C0753,4,4,509.92,5,1,3,9,Potential Loyalist
C0754,463,3,283.89,1,1,2,4,Lost
C0755,5,11,944.19,5,4,5,14,Champions
C0756,61,3,229.92,5,1,2,8,Potential Loyalist
C0757,312,1,9.57,2,1,1,4,Lost
C0758,341,3,313.95,2,1,2,5,Lost
C0759,51,7,747.25,5,2,4,11,Potential Loyalist
C0760,661,2,267.94,1,1,2,4,Lost
C0761,15,3,279.92,5,1,2,8,Potential Loyalist
C0762,21,2,290.96,5,1,2,8,Potential Loyalist
C0763,1,12,1157.74,5,4,5,14,Champions
C0764,927,1,69.98,1,1,1,3,Lost
C0765,67,8,970.0,5,3,5,13,Loyal Customers
C0766,52,5,560.6,5,2,3,10,Potential Loyalist
C0767,36,7,973.52,5,2,5,12,Potential Loyalist
C0768,44,4,445.89,5,1,3,9,Potential Loyalist
C0769,116,6,508.03,4,2,3,9,Potential Loyalist
C0770,95,5,371.91,4,2,2,8,Potential Loyalist
C0771,359,1,24.99,2,1,1,4,Lost
C0772,12,9,444.43,5,3,3,11,Loyal Customers
C0773,347,1,179.97,2,1,2,5,Lost
C0774,21,1,149.97,5,1,1,7,Potential Loyalist
C0775,321,2,253.96,2,1,2,5,Lost
C0776,416,2,354.97,2,1,2,5,Lost
C0777,29,5,418.87,5,2,3,10,Potential Loyalist
C0778,67,10,1595.66,5,3,5,13,Loyal Customers
C0779,276,7,519.36,2,2,3,7,Lost
C0780,11,6,298.3,5,2,2,9,Potential Loyalist
C0781,481,1,63.72,1,1,1,3,Lost
C0782,383,1,66.49,2,1,1,4,Lost
C0783,20,8,1162.52,5,3,5,13,Loyal Customers
C0784,20,1,24.99,5,1,1,7,Potential Loyalist
C0785,72,8,1405.95,5,3,5,13,Loyal Customers
C0786,11,3,172.92,5,1,1,7,Potential Loyalist
C0787,125,7,634.76,4,2,4,10,Potential Loyalist
C0788,195,3,161.94,3,1,1,5,Hibernating
C0789,500,1,5.98,1,1,1,3,Lost
C0791,63,3,184.15,5,1,2,8,Potential Loyalist
C0792,77,11,990.98,4,4,5,13,Champions
C0793,47,5,478.38,5,2,3,10,Potential Loyalist
C0794,679,1,74.95,1,1,1,3,Lost
C0795,190,5,422.87,3,2,3,8,Hibernating
C0796,31,11,728.22,5,4,4,13,Champions
C0797,186,1,261.2,3,1,2,6,Hibernating
C0798,237,5,439.58,3,2,3,8,Hibernating
C0799,1,7,1211.78,5,2,5,12,Potential Loyalist
C0800,115,4,707.88,4,1,4,9,Potential Loyalist
C0801,1,5,397.24,5,2,3,10,Potential Loyalist
C0802,48,4,519.9,5,1,3,9,Potential Loyalist
C0803,32,1,203.97,5,1,2,8,Potential Loyalist
C0804,492,3,384.41,1,1,3,5,Lost
C0805,336,1,83.98,2,1,1,4,Lost
C0806,5,1,255.97,5,1,2,8,Potential Loyalist
C0807,1,8,661.87,5,3,4,12,Loyal Customers
C0808,167,3,596.9,3,1,3,7,Hibernating
C0809,86,8,1423.71,4,3,5,12,Loyal Customers
C0810,36,8,1142.55,5,3,5,13,Loyal Customers
C0811,664,1,118.7,1,1,1,3,Lost
C0812,133,4,370.1,4,1,2,7,Potential Loyalist
C0813,153,1,339.96,4,1,2,7,Potential Loyalist
C0814,323,1,47.99,2,1,1,4,Lost
C0815,29,8,483.79,5,3,3,11,Loyal Customers
C0816,76,9,1247.48,4,3,5,12,Loyal Customers
C0817,149,6,687.85,4,2,4,10,Potential Loyalist
C0818,276,1,31.18,2,1,1,4,Lost
C0819,155,1,24.99,3,1,1,5,Hibernating
C0820,171,4,586.38,3,1,3,7,Hibernating
C0821,20,3,363.4,5,1,2,8,Potential Loyalist
C0822,18,2,166.18,5,1,1,7,Potential Loyalist
C0823,31,3,335.91,5,1,2,8,Potential Loyalist
C0824,65,9,446.03,5,3,3,11,Loyal Customers
C0825,181,5,248.73,3,2,2,7,Hibernating
C0826,347,3,285.66,2,1,2,5,Lost
C0827,92,7,1025.73,4,2,5,11,Potential Loyalist
C0828,295,2,107.97,2,1,1,4,Lost
C0829,25,6,463.35,5,2,3,10,Potential Loyalist
C0830,21,13,676.95,5,4,4,13,Champions
C0831,93,8,456.13,4,3,3,10,Loyal Customers
C0832,9,6,959.51,5,2,5,12,Potential Loyalist
C0833,207,2,234.53,3,1,2,6,Hibernating
C0834,26,1,14.24,5,1,1,7,Potential Loyalist
C0835,77,3,231.18,4,1,2,7,Potential Loyalist
C0836,322,2,501.94,2,1,3,6,Lost
C0837,153,1,119.99,4,1,1,6,Potential Loyalist
C0838,7,7,1123.76,5,2,5,12,Potential Loyalist
C0839,4,9,734.49,5,3,4,12,Loyal Customers
C0840,637,1,186.97,1,1,2,4,Lost
C0841,35,8,929.24,5,3,5,13,Loyal Customers
C0842,75,7,790.04,4,2,4,10,Potential Loyalist
C0843,74,3,799.86,4,1,4,9,Potential Loyalist
C0844,54,8,1040.23,5,3,5,13,Loyal Customers
C0845,118,1,67.45,4,1,1,6,Potential Loyalist
C0846,296,1,99.95,2,1,1,4,Lost
C0847,67,1,19.98,5,1,1,7,Potential Loyalist
C0848,89,5,725.35,4,2,4,10,Potential Loyalist
C0849,21,11,1202.65,5,4,5,14,Champions
C0850,10,8,602.27,5,3,4,12,Loyal Customers
C0851,5,3,401.09,5,1,3,9,Potential Loyalist
C0852,480,1,71.22,1,1,1,3,Lost
C0853,92,2,170.68,4,1,1,6,Potential Loyalist
C0854,70,1,134.97,5,1,1,7,Potential Loyalist
C0855,74,9,1626.43,4,3,5,12,Loyal Customers
C0856,19,5,399.54,5,2,3,10,Potential Loyalist
C0857,158,1,8.99,3,1,1,5,Hibernating
C0858,4,10,964.07,5,3,5,13,Loyal Customers
C0859,95,1,121.47,4,1,1,6,Potential Loyalist
C0860,143,2,207.93,4,1,2,7,Potential Loyalist
C0861,93,5,1119.85,4,2,5,11,Potential Loyalist
C0862,73,15,2753.13,4,5,5,14,Champions
C0863,25,1,712.45,5,1,4,10,Potential Loyalist
C0864,95,1,99.96,4,1,1,6,Potential Loyalist
C0865,7,7,623.28,5,2,4,11,Potential Loyalist
C0866,51,4,343.78,5,1,2,8,Potential Loyalist
C0867,35,3,211.99,5,1,2,8,Potential Loyalist
C0868,352,1,124.95,2,1,1,4,Lost
C0869,256,2,64.86,3,1,1,5,Hibernating
C0870,120,4,587.93,4,1,3,8,Potential Loyalist
C0871,130,3,234.52,4,1,2,7,Potential Loyalist
C0872,64,9,1269.23,5,3,5,13,Loyal Customers
C0873,712,1,319.96,1,1,2,4,Lost
C0874,132,7,622.05,4,2,4,10,Potential Loyalist
C0875,209,1,53.97,3,1,1,5,Hibernating
C0876,251,5,382.83,3,2,3,8,Hibernating
C0877,243,5,676.09,3,2,4,9,Hibernating
C0878,588,1,271.97,1,1,2,4,Lost
C0879,122,5,534.85,4,2,3,9,Potential Loyalist
C0880,108,11,743.5,4,4,4,12,Champions
C0881,44,5,888.8,5,2,5,12,Potential Loyalist
C0882,319,1,16.14,2,1,1,4,Lost
C0883,37,11,949.58,5,4,5,14,Champions
C0884,177,1,311.98,3,1,2,6,Hibernating
C0885,702,1,119.98,1,1,1,3,Lost
C0886,154,3,325.91,4,1,2,7,Potential Loyalist
C0887,191,4,414.1,3,1,3,7,Hibernating
C0888,116,1,42.74,4,1,1,6,Potential Loyalist
C0889,329,5,191.89,2,2,2,6,Lost
C0890,291,1,49.98,2,1,1,4,Lost
C0891,20,4,650.6,5,1,4,10,Potential Loyalist
C0892,40,8,728.83,5,3,4,12,Loyal Customers
C0893,198,7,393.6,3,2,3,8,Hibernating
C0894,99,3,393.53,4,1,3,8,Potential Loyalist
C0895,76,10,1094.75,4,3,5,12,Loyal Customers
C0896,477,1,27.99,1,1,1,3,Lost
C0897,25,6,713.84,5,2,4,11,Potential Loyalist
C0898,12,10,1281.94,5,3,5,13,Loyal Customers
C0899,807,1,74.97,1,1,1,3,Lost
C0900,737,1,89.96,1,1,1,3,Lost
C0901,10,7,542.49,5,2,3,10,Potential Loyalist
C0902,160,5,735.86,3,2,4,9,Hibernating
C0903,47,7,549.59,5,2,3,10,Potential Loyalist
C0904,107,5,407.97,4,2,3,9,Potential Loyalist
C0905,236,1,14.99,3,1,1,5,Hibernating
C0906,84,3,371.94,4,1,2,7,Potential Loyalist
C0907,24,4,820.88,5,1,4,10,Potential Loyalist
C0908,37,6,387.89,5,2,3,10,Potential Loyalist
C0909,22,13,2711.65,5,4,5,14,Champions
C0910,45,8,703.52,5,3,4,12,Loyal Customers
C0911,72,2,754.95,5,1,4,10,Potential Loyalist
C0912,198,2,251.56,3,1,2,6,Hibernating
C0913,706,1,156.72,1,1,1,3,Lost
C0914,279,1,99.98,2,1,1,4,Lost
C0915,16,5,553.34,5,2,3,10,Potential Loyalist
C0916,26,5,488.34,5,2,3,10,Potential Loyalist
C0917,110,2,151.93,4,1,1,6,Potential Loyalist
C0918,62,6,234.45,5,2,2,9,Potential Loyalist
C0919,5,2,131.95,5,1,1,7,Potential Loyalist
C0920,22,11,911.1,5,4,5,14,Champions
C0921,195,5,551.84,3,2,3,8,Hibernating
C0922,528,6,726.0,1,2,4,7,Lost
C0923,7,6,729.48,5,2,4,11,Potential Loyalist
C0924,166,1,339.96,3,1,2,6,Hibernating
C0925,14,9,981.96,5,3,5,13,Loyal Customers
C0926,49,5,309.8,5,2,2,9,Potential Loyalist
C0927,83,3,417.44,4,1,3,8,Potential Loyalist
C0928,206,1,67.96,3,1,1,5,Hibernating
C0929,226,8,760.14,3,3,4,10,Loyal Customers
C0930,201,4,240.81,3,1,2,6,Hibernating
C0931,2,8,621.15,5,3,4,12,Loyal Customers
C0932,132,8,1087.82,4,3,5,12,Loyal Customers
C0933,82,4,440.27,4,1,3,8,Potential Loyalist
C0934,49,9,865.51,5,3,5,13,Loyal Customers
C0935,97,2,419.95,4,1,3,8,Potential Loyalist
C0936,806,2,241.96,1,1,2,4,Lost
C0937,11,10,1507.37,5,3,5,13,Loyal Customers
C0938,165,7,948.71,3,2,5,10,Hibernating
C0939,150,10,1187.19,4,3,5,12,Loyal Customers
C0940,3,3,395.9,5,1,3,9,Potential Loyalist
C0941,12,10,1168.41,5,3,5,13,Loyal Customers
C0942,118,10,1150.92,4,3,5,12,Loyal Customers
C0943,32,1,207.98,5,1,2,8,Potential Loyalist
C0944,100,8,738.37,4,3,4,11,Loyal Customers
C0945,79,7,426.72,4,2,3,9,Potential Loyalist
C0946,36,7,914.31,5,2,5,12,Potential Loyalist
C0947,100,6,471.84,4,2,3,9,Potential Loyalist
C0948,1,5,482.12,5,2,3,10,Potential Loyalist
C0949,467,1,152.97,1,1,1,3,Lost
C0950,350,3,215.62,2,1,2,5,Lost
C0951,138,4,264.89,4,1,2,7,Potential Loyalist
C0952,13,3,197.37,5,1,2,8,Potential Loyalist
C0953,130,1,12.74,4,1,1,6,Potential Loyalist
C0954,18,7,682.82,5,2,4,11,Potential Loyalist
C0955,64,1,62.98,5,1,1,7,Potential Loyalist
C0956,106,3,314.92,4,1,2,7,Potential Loyalist
C0957,409,2,276.46,2,1,2,5,Lost
C0958,485,1,89.95,1,1,1,3,Lost
C0959,311,6,819.0,2,2,4,8,Lost
C0960,23,7,364.11,5,2,2,9,Potential Loyalist
C0961,533,2,443.92,1,1,3,5,Lost
C0962,248,5,481.86,3,2,3,8,Hibernating
C0963,481,4,400.21,1,1,3,5,Lost
C0964,212,1,188.97,3,1,2,6,Hibernating
C0965,9,11,741.36,5,4,4,13,Champions
C0966,86,1,247.45,4,1,2,7,Potential Loyalist
C0967,276,6,919.81,2,2,5,9,Lost
C0968,39,1,199.96,5,1,2,8,Potential Loyalist
C0969,494,1,94.96,1,1,1,3,Lost
C0970,336,1,33.99,2,1,1,4,Lost
C0971,52,5,538.38,5,2,3,10,Potential Loyalist
C0972,15,10,706.99,5,3,4,12,Loyal Customers
C0973,2,7,510.39,5,2,3,10,Potential Loyalist
C0974,19,7,1093.76,5,2,5,12,Potential Loyalist
C0975,50,8,873.29,5,3,5,13,Loyal Customers
C0976,96,5,438.64,4,2,3,9,Potential Loyalist
C0977,45,2,151.44,5,1,1,7,Potential Loyalist
C0978,412,1,59.97,2,1,1,4,Lost
C0979,24,13,1389.51,5,4,5,14,Champions
C0980,2,8,698.93,5,3,4,12,Loyal Customers
C0981,108,1,59.98,4,1,1,6,Potential Loyalist
C0982,25,2,522.69,5,1,3,9,Potential Loyalist
C0983,50,3,650.4,5,1,4,10,Potential Loyalist
C0984,194,6,777.34,3,2,4,9,Hibernating
C0985,48,7,718.09,5,2,4,11,Potential Loyalist
C0986,14,9,633.42,5,3,4,12,Loyal Customers
C0987,7,1,319.96,5,1,2,8,Potential Loyalist
C0988,37,1,50.99,5,1,1,7,Potential Loyalist
C0989,46,5,502.86,5,2,3,10,Potential Loyalist
C0990,4,6,598.88,5,2,3,10,Potential Loyalist
C0991,9,5,846.85,5,2,4,11,Potential Loyalist
C0992,114,3,335.9,4,1,2,7,Potential Loyalist
C0993,3,1,50.99,5,1,1,7,Potential Loyalist
C0994,499,2,165.95,1,1,1,3,Lost
C0995,133,7,677.99,4,2,4,10,Potential Loyalist
C0996,4,1,25.48,5,1,1,7,Potential Loyalist
C0997,172,3,379.66,3,1,3,7,Hibernating
C0998,53,4,374.39,5,1,3,9,Potential Loyalist
C0999,91,11,1362.91,4,4,5,13,Champions
C1000,527,1,41.57,1,1,1,3,Lost
