order_id,customer_id,order_date,category,product,quantity,unit_price,discount_pct,total_amount,status
O001205,C0258,2023-11-29,Clothing,T-Shirt,1,19.99,0,19.99,Delivered
O001206,C0258,2023-08-04,Electronics,Headphones,2,149.99,10,269.98,Delivered
O001207,C0259,2022-10-27,Sports,Resistance Band,2,14.99,15,25.48,Delivered
O001208,C0260,2022-10-20,Sports,Skipping Rope,2,9.99,0,19.98,Delivered
O001209,C0260,2023-06-30,Beauty,Lip Balm,5,8.99,0,44.95,Delivered
O001210,C0261,2023-08-17,Beauty,Shampoo,1,14.99,15,12.74,Delivered
O001211,C0261,2023-01-09,Toys,LEGO Set,5,49.99,0,249.95,Delivered
O001212,C0261,2023-07-02,Toys,Board Game,4,34.99,0,139.96,Delivered
O001213,C0261,2023-05-20,Sports,Dumbbells,3,59.99,0,179.97,Delivered
O001214,C0261,2023-12-28,Sports,Dumbbells,3,59.99,15,152.97,Returned
O001215,C0261,2023-01-14,Home & Garden,Plant Pot,2,14.99,5,28.48,Delivered
O001216,C0261,2023-04-20,Books,Travel Guide,3,16.99,15,43.32,Delivered
O001217,C0262,2023-07-26,Food & Drink,Nuts Mix,4,12.99,10,46.76,Delivered
O001218,C0263,2021-09-03,Books,Travel Guide,5,16.99,15,72.21,Delivered
O001219,C0263,2022-06-06,Toys,LEGO Set,1,49.99,0,49.99,Delivered
O001220,C0263,2022-05-07,Clothing,Jeans,3,59.99,0,179.97,Delivered
O001221,C0263,2021-02-09,Toys,Art Kit,1,24.99,15,21.24,Delivered
O001222,C0263,2022-05-01,Food & Drink,Nuts Mix,4,12.99,0,51.96,Delivered
O001223,C0263,2023-06-12,Beauty,Perfume,2,79.99,10,143.98,Delivered
O001224,C0263,2021-10-12,Home & Garden,Lamp,5,69.99,0,349.95,Delivered
O001225,C0263,2022-03-05,Beauty,Lip Balm,4,8.99,15,30.57,Delivered
O001226,C0263,2021-11-11,Books,Novel,4,12.99,5,49.36,Delivered
O001227,C0263,2022-10-30,Electronics,USB Hub,5,29.99,0,149.95,Delivered
O001228,C0263,2021-06-28,Books,Novel,5,12.99,0,64.95,Delivered
O001229,C0263,2021-11-21,Food & Drink,Olive Oil,3,16.99,5,48.42,Delivered
O001230,C0263,2022-06-11,Food & Drink,Coffee Beans,2,19.99,0,39.98,Delivered
O001231,C0264,2023-03-24,Toys,LEGO Set,5,49.99,15,212.46,Delivered
O001232,C0264,2022-05-26,Books,Data Science Guide,3,44.99,0,134.97,Delivered
O001233,C0264,2023-07-04,Clothing,T-Shirt,2,19.99,10,35.98,Delivered
O001234,C0264,2022-12-03,Toys,Board Game,4,34.99,0,139.96,Delivered
O001235,C0264,2023-10-06,Electronics,Laptop Stand,4,49.99,0,199.96,Delivered
O001236,C0264,2023-11-25,Clothing,Sneakers,5,79.99,10,359.95,Returned
O001237,C0264,2023-11-28,Home & Garden,Cushion,1,34.99,0,34.99,Delivered
O001238,C0264,2022-08-18,Home & Garden,Candle Set,2,24.99,5,47.48,Returned
O001239,C0265,2023-03-23,Books,Cookbook,3,24.99,0,74.97,Delivered
O001240,C0265,2022-12-19,Home & Garden,Cushion,3,34.99,15,89.22,Delivered
O001241,C0266,2023-10-31,Sports,Yoga Mat,4,39.99,0,159.96,Delivered
O001242,C0266,2023-11-07,Home & Garden,Rug,5,129.99,5,617.45,Delivered
O001243,C0267,2021-10-05,Electronics,Mouse,4,39.99,20,127.97,Delivered
O001244,C0268,2022-09-15,Home & Garden,Cushion,1,34.99,5,33.24,Delivered
O001245,C0268,2023-05-24,Home & Garden,Cushion,4,34.99,0,139.96,Delivered
O001246,C0268,2021-06-17,Toys,Board Game,1,34.99,0,34.99,Delivered
O001247,C0268,2021-10-13,Food & Drink,Olive Oil,1,16.99,20,13.59,Delivered
O001248,C0268,2022-05-14,Food & Drink,Olive Oil,5,16.99,0,84.95,Delivered
O001249,C0268,2022-09-01,Electronics,Mouse,4,39.99,15,135.97,Delivered
O001250,C0268,2022-11-22,Electronics,Laptop Stand,4,49.99,0,199.96,Delivered
O001251,C0269,2023-07-02,Clothing,Jacket,3,89.99,0,269.97,Delivered
O001252,C0269,2023-08-02,Food & Drink,Olive Oil,4,16.99,0,67.96,Delivered
O001253,C0269,2023-05-07,Sports,Skipping Rope,4,9.99,15,33.97,Returned
O001254,C0270,2022-04-10,Toys,Stuffed Animal,2,19.99,10,35.98,Delivered
O001255,C0270,2023-05-06,Clothing,Jeans,5,59.99,5,284.95,Delivered
O001256,C0270,2022-04-24,Toys,Art Kit,5,24.99,10,112.45,Delivered
O001257,C0270,2023-05-11,Books,Novel,4,12.99,0,51.96,Delivered
O001258,C0271,2022-09-17,Beauty,Shampoo,5,14.99,5,71.2,Delivered
O001259,C0271,2022-07-07,Beauty,Perfume,1,79.99,20,63.99,Delivered
O001260,C0271,2023-07-20,Toys,Board Game,3,34.99,10,94.47,Delivered
O001261,C0271,2022-12-11,Clothing,Dress,2,49.99,5,94.98,Delivered
O001262,C0271,2022-06-14,Sports,Dumbbells,2,59.99,5,113.98,Delivered
O001263,C0271,2023-10-19,Clothing,T-Shirt,2,19.99,15,33.98,Delivered
O001264,C0272,2023-06-22,Toys,LEGO Set,5,49.99,10,224.96,Delivered
O001265,C0272,2023-08-20,Clothing,Dress,1,49.99,0,49.99,Delivered
O001266,C0272,2023-07-29,Beauty,Lip Balm,5,8.99,10,40.46,Delivered
O001267,C0273,2023-12-15,Electronics,Mouse,1,39.99,15,33.99,Delivered
O001268,C0274,2022-11-02,Food & Drink,Protein Bar,3,2.99,0,8.97,Delivered
O001269,C0274,2022-09-08,Beauty,Face Cream,2,39.99,0,79.98,Delivered
O001270,C0274,2023-03-03,Beauty,Shampoo,3,14.99,10,40.47,Delivered
O001271,C0274,2022-12-14,Books,Data Science Guide,3,44.99,0,134.97,Delivered
O001272,C0274,2022-10-20,Clothing,T-Shirt,3,19.99,0,59.97,Delivered
O001273,C0274,2022-10-20,Books,Data Science Guide,1,44.99,5,42.74,Delivered
O001274,C0275,2023-05-07,Sports,Skipping Rope,3,9.99,0,29.97,Delivered
O001275,C0276,2023-03-06,Home & Garden,Candle Set,3,24.99,0,74.97,Delivered
O001276,C0276,2023-01-28,Sports,Dumbbells,4,59.99,10,215.96,Delivered
O001277,C0276,2023-07-30,Toys,LEGO Set,5,49.99,0,249.95,Delivered
O001278,C0276,2023-09-06,Electronics,Laptop Stand,3,49.99,0,149.97,Delivered
O001279,C0276,2023-08-17,Toys,Stuffed Animal,5,19.99,10,89.95,Delivered
O001280,C0276,2023-10-21,Clothing,Jacket,2,89.99,10,161.98,Delivered
O001281,C0276,2022-09-27,Electronics,USB Hub,1,29.99,5,28.49,Delivered
O001282,C0276,2023-01-01,Toys,Puzzle,2,19.99,20,31.98,Delivered
O001283,C0277,2023-04-29,Beauty,Perfume,3,79.99,15,203.97,Delivered
O001284,C0277,2023-06-21,Books,Python Cookbook,4,34.99,15,118.97,Delivered
O001285,C0278,2023-12-29,Sports,Skipping Rope,1,9.99,0,9.99,Delivered
O001286,C0278,2023-11-11,Home & Garden,Lamp,5,69.99,15,297.46,Delivered
O001287,C0278,2023-04-28,Toys,Board Game,1,34.99,20,27.99,Delivered
O001288,C0278,2023-06-29,Home & Garden,Lamp,1,69.99,20,55.99,Delivered
O001289,C0278,2023-07-15,Electronics,Mouse,5,39.99,0,199.95,Delivered
O001290,C0278,2023-06-02,Books,Data Science Guide,4,44.99,0,179.96,Delivered
O001291,C0278,2023-08-03,Electronics,Mouse,5,39.99,0,199.95,Delivered
O001292,C0278,2023-06-07,Sports,Resistance Band,1,14.99,10,13.49,Delivered
O001293,C0278,2023-09-30,Clothing,Sneakers,1,79.99,10,71.99,Returned
O001294,C0278,2023-04-14,Sports,Yoga Mat,4,39.99,5,151.96,Delivered
O001295,C0279,2021-08-29,Toys,Stuffed Animal,2,19.99,0,39.98,Delivered
O001296,C0280,2023-06-19,Toys,Board Game,3,34.99,15,89.22,Delivered
O001297,C0280,2022-09-24,Beauty,Serum,1,54.99,10,49.49,Delivered
O001298,C0280,2022-12-25,Electronics,Webcam,4,79.99,5,303.96,Delivered
O001299,C0281,2023-06-13,Electronics,Headphones,5,149.99,0,749.95,Delivered
O001300,C0282,2023-11-24,Home & Garden,Lamp,1,69.99,20,55.99,Delivered
O001301,C0282,2023-05-11,Food & Drink,Protein Bar,5,2.99,5,14.2,Delivered
O001302,C0282,2023-06-02,Food & Drink,Tea Collection,4,24.99,5,94.96,Delivered
O001303,C0283,2022-10-13,Food & Drink,Protein Bar,2,2.99,15,5.08,Delivered
O001304,C0283,2022-11-15,Food & Drink,Olive Oil,4,16.99,10,61.16,Delivered
O001305,C0283,2022-07-02,Home & Garden,Plant Pot,1,14.99,10,13.49,Delivered
O001306,C0283,2022-10-20,Clothing,Sneakers,1,79.99,5,75.99,Delivered
O001307,C0283,2023-02-15,Home & Garden,Candle Set,2,24.99,10,44.98,Delivered
O001308,C0283,2023-06-04,Home & Garden,Lamp,2,69.99,0,139.98,Delivered
O001309,C0284,2023-11-24,Clothing,Jacket,1,89.99,0,89.99,Delivered
O001310,C0285,2022-11-25,Home & Garden,Lamp,4,69.99,5,265.96,Delivered
O001311,C0285,2022-03-01,Sports,Resistance Band,3,14.99,15,38.22,Delivered
O001312,C0285,2021-12-16,Clothing,Sneakers,4,79.99,0,319.96,Delivered
O001313,C0285,2023-07-03,Books,Travel Guide,5,16.99,0,84.95,Delivered
O001314,C0286,2022-01-27,Clothing,Sneakers,1,79.99,10,71.99,Delivered
O001315,C0287,2022-08-29,Electronics,Headphones,5,149.99,15,637.46,Delivered
O001316,C0287,2023-01-18,Sports,Skipping Rope,2,9.99,20,15.98,Delivered
O001317,C0288,2022-05-22,Food & Drink,Nuts Mix,1,12.99,5,12.34,Delivered
O001318,C0288,2023-03-28,Sports,Yoga Mat,1,39.99,0,39.99,Delivered
O001319,C0288,2022-02-24,Beauty,Perfume,1,79.99,10,71.99,Returned
O001320,C0288,2023-06-10,Food & Drink,Nuts Mix,2,12.99,0,25.98,Delivered
O001321,C0288,2023-03-14,Food & Drink,Tea Collection,2,24.99,10,44.98,Delivered
O001322,C0288,2022-08-21,Electronics,Webcam,2,79.99,0,159.98,Delivered
O001323,C0288,2022-12-23,Home & Garden,Plant Pot,3,14.99,10,40.47,Delivered
O001324,C0289,2023-09-06,Sports,Dumbbells,3,59.99,0,179.97,Delivered
O001325,C0289,2022-03-29,Beauty,Lip Balm,2,8.99,20,14.38,Returned
O001326,C0289,2023-07-09,Home & Garden,Cushion,1,34.99,20,27.99,Delivered
O001327,C0290,2023-11-27,Books,Novel,3,12.99,15,33.12,Delivered
O001328,C0290,2023-12-14,Beauty,Serum,3,54.99,0,164.97,Returned
O001329,C0290,2023-12-29,Beauty,Lip Balm,2,8.99,5,17.08,Delivered
O001330,C0291,2023-09-08,Books,Novel,3,12.99,0,38.97,Delivered
O001331,C0291,2023-07-14,Clothing,T-Shirt,5,19.99,5,94.95,Delivered
O001332,C0291,2023-08-24,Food & Drink,Tea Collection,2,24.99,10,44.98,Delivered
O001333,C0291,2023-11-17,Sports,Dumbbells,4,59.99,0,239.96,Delivered
O001334,C0291,2023-11-16,Home & Garden,Candle Set,5,24.99,20,99.96,Delivered
O001335,C0291,2023-03-08,Sports,Skipping Rope,1,9.99,20,7.99,Delivered
O001336,C0291,2023-03-25,Toys,LEGO Set,4,49.99,20,159.97,Delivered
O001337,C0292,2023-12-25,Electronics,Laptop Stand,1,49.99,0,49.99,Returned
O001338,C0292,2023-07-04,Clothing,Jacket,5,89.99,20,359.96,Delivered
O001339,C0292,2023-05-19,Sports,Resistance Band,4,14.99,0,59.96,Returned
O001340,C0292,2023-11-17,Books,Cookbook,3,24.99,15,63.72,Delivered
O001341,C0292,2023-12-10,Food & Drink,Protein Bar,5,2.99,10,13.46,Delivered
O001342,C0292,2023-04-02,Beauty,Lip Balm,2,8.99,10,16.18,Returned
O001343,C0292,2023-09-28,Electronics,USB Hub,4,29.99,15,101.97,Delivered
O001344,C0292,2023-07-18,Food & Drink,Nuts Mix,4,12.99,0,51.96,Delivered
O001345,C0292,2023-08-17,Food & Drink,Protein Bar,4,2.99,0,11.96,Delivered
O001346,C0293,2023-02-19,Toys,Puzzle,3,19.99,5,56.97,Delivered
O001347,C0294,2023-10-20,Electronics,Headphones,5,149.99,0,749.95,Delivered
O001348,C0295,2023-11-08,Home & Garden,Cushion,2,34.99,0,69.98,Delivered
O001349,C0295,2022-10-29,Home & Garden,Cushion,3,34.99,0,104.97,Delivered
O001350,C0295,2023-04-04,Clothing,Jacket,5,89.99,5,427.45,Returned
O001351,C0295,2023-10-18,Home & Garden,Lamp,2,69.99,10,125.98,Delivered
O001352,C0295,2022-11-30,Electronics,USB Hub,4,29.99,5,113.96,Returned
O001353,C0296,2023-04-29,Clothing,Sneakers,4,79.99,15,271.97,Returned
O001354,C0296,2022-06-09,Electronics,Headphones,3,149.99,15,382.47,Delivered
O001355,C0296,2023-08-28,Home & Garden,Lamp,5,69.99,20,279.96,Delivered
O001356,C0296,2023-08-19,Food & Drink,Nuts Mix,4,12.99,5,49.36,Delivered
O001357,C0296,2023-11-10,Beauty,Shampoo,4,14.99,0,59.96,Delivered
O001358,C0296,2022-05-16,Electronics,Webcam,5,79.99,20,319.96,Delivered
O001359,C0297,2023-12-23,Beauty,Shampoo,3,14.99,5,42.72,Delivered
O001360,C0297,2023-12-29,Electronics,Mouse,4,39.99,20,127.97,Delivered
O001361,C0297,2023-12-08,Food & Drink,Protein Bar,2,2.99,20,4.78,Delivered
O001362,C0297,2023-11-06,Clothing,Jeans,2,59.99,10,107.98,Delivered
O001363,C0298,2022-04-09,Clothing,Sneakers,1,79.99,0,79.99,Delivered
O001364,C0298,2022-07-11,Books,Python Cookbook,3,34.99,15,89.22,Delivered
O001365,C0298,2022-04-18,Clothing,Sneakers,3,79.99,0,239.97,Delivered
O001366,C0298,2022-02-11,Clothing,Jeans,4,59.99,0,239.96,Delivered
O001367,C0298,2023-12-02,Books,Novel,4,12.99,20,41.57,Delivered
O001368,C0298,2021-11-14,Electronics,Mouse,4,39.99,15,135.97,Delivered
O001369,C0298,2022-02-02,Electronics,Webcam,4,79.99,5,303.96,Delivered
O001370,C0299,2022-10-09,Home & Garden,Plant Pot,5,14.99,10,67.45,Delivered
O001371,C0299,2023-03-18,Home & Garden,Rug,1,129.99,0,129.99,Delivered
O001372,C0299,2023-06-07,Toys,Stuffed Animal,3,19.99,20,47.98,Delivered
O001373,C0299,2023-03-01,Electronics,Headphones,2,149.99,0,299.98,Delivered
O001374,C0299,2022-09-15,Toys,Puzzle,1,19.99,0,19.99,Delivered
O001375,C0300,2023-09-29,Food & Drink,Coffee Beans,4,19.99,0,79.96,Delivered
O001376,C0300,2023-12-07,Books,Travel Guide,4,16.99,20,54.37,Delivered
O001377,C0300,2023-10-03,Beauty,Shampoo,3,14.99,20,35.98,Delivered
O001378,C0300,2023-11-02,Beauty,Lip Balm,5,8.99,15,38.21,Delivered
O001379,C0300,2023-11-18,Clothing,Sneakers,4,79.99,20,255.97,Delivered
O001380,C0300,2023-12-29,Sports,Skipping Rope,4,9.99,5,37.96,Delivered
O001381,C0300,2023-10-30,Books,Cookbook,5,24.99,0,124.95,Delivered
O001382,C0300,2023-12-14,Books,Cookbook,5,24.99,15,106.21,Delivered
O001383,C0300,2023-11-16,Electronics,USB Hub,2,29.99,5,56.98,Delivered
O001384,C0301,2023-04-02,Food & Drink,Tea Collection,4,24.99,5,94.96,Delivered
O001385,C0301,2022-10-16,Sports,Dumbbells,1,59.99,15,50.99,Delivered
O001386,C0302,2022-12-14,Food & Drink,Olive Oil,2,16.99,5,32.28,Delivered
O001387,C0302,2023-01-26,Beauty,Lip Balm,1,8.99,0,8.99,Delivered
O001388,C0302,2022-07-31,Clothing,Sneakers,1,79.99,0,79.99,Delivered
O001389,C0302,2023-03-29,Sports,Dumbbells,5,59.99,0,299.95,Delivered
O001390,C0302,2022-12-22,Home & Garden,Candle Set,5,24.99,0,124.95,Delivered
O001391,C0302,2023-06-01,Books,Novel,2,12.99,0,25.98,Delivered
O001392,C0302,2022-02-17,Electronics,Mouse,4,39.99,10,143.96,Delivered
O001393,C0303,2023-12-28,Sports,Yoga Mat,2,39.99,10,71.98,Delivered
O001394,C0304,2023-10-13,Food & Drink,Coffee Beans,4,19.99,10,71.96,Delivered
O001395,C0305,2023-09-05,Clothing,Sneakers,4,79.99,20,255.97,Delivered
O001396,C0305,2023-10-21,Clothing,T-Shirt,5,19.99,0,99.95,Delivered
O001397,C0305,2023-12-09,Home & Garden,Cushion,5,34.99,0,174.95,Delivered
O001398,C0305,2023-11-20,Food & Drink,Olive Oil,3,16.99,20,40.78,Delivered
O001399,C0305,2023-11-14,Toys,Board Game,4,34.99,0,139.96,Delivered
O001400,C0305,2023-11-20,Toys,Board Game,2,34.99,10,62.98,Delivered
O001401,C0305,2023-09-17,Sports,Water Bottle,5,19.99,10,89.95,Delivered
O001402,C0305,2023-10-30,Home & Garden,Plant Pot,4,14.99,15,50.97,Delivered
O001403,C0306,2023-04-18,Electronics,USB Hub,5,29.99,10,134.95,Delivered
O001404,C0306,2022-09-23,Toys,LEGO Set,3,49.99,0,149.97,Delivered
O001405,C0306,2021-12-12,Toys,Art Kit,2,24.99,15,42.48,Delivered
O001406,C0306,2023-06-14,Beauty,Lip Balm,4,8.99,0,35.96,Delivered
O001407,C0306,2022-08-21,Toys,LEGO Set,4,49.99,5,189.96,Delivered
O001408,C0306,2023-04-30,Home & Garden,Plant Pot,2,14.99,0,29.98,Delivered
O001409,C0307,2022-03-30,Electronics,USB Hub,5,29.99,15,127.46,Delivered
O001410,C0307,2022-11-14,Food & Drink,Coffee Beans,3,19.99,5,56.97,Delivered
O001411,C0307,2021-04-01,Beauty,Perfume,5,79.99,0,399.95,Delivered
O001412,C0307,2022-07-26,Food & Drink,Olive Oil,4,16.99,15,57.77,Returned
O001413,C0307,2021-08-23,Electronics,Webcam,3,79.99,20,191.98,Delivered
O001414,C0307,2023-12-14,Sports,Dumbbells,2,59.99,5,113.98,Delivered
O001415,C0307,2023-01-07,Food & Drink,Olive Oil,4,16.99,5,64.56,Delivered
O001416,C0307,2022-03-08,Electronics,Webcam,3,79.99,5,227.97,Delivered
O001417,C0308,2022-04-30,Food & Drink,Nuts Mix,1,12.99,0,12.99,Delivered
O001418,C0308,2023-05-15,Home & Garden,Lamp,3,69.99,10,188.97,Delivered
O001419,C0308,2023-12-22,Sports,Yoga Mat,5,39.99,10,179.96,Delivered
O001420,C0308,2023-06-01,Electronics,Webcam,1,79.99,20,63.99,Delivered
O001421,C0308,2023-08-31,Electronics,USB Hub,1,29.99,15,25.49,Delivered
O001422,C0309,2023-01-23,Electronics,Webcam,4,79.99,0,319.96,Delivered
O001423,C0309,2023-01-15,Food & Drink,Coffee Beans,4,19.99,20,63.97,Delivered
O001424,C0309,2023-08-06,Sports,Water Bottle,4,19.99,20,63.97,Delivered
O001425,C0309,2023-04-16,Sports,Skipping Rope,4,9.99,10,35.96,Delivered
O001426,C0309,2023-07-05,Food & Drink,Olive Oil,1,16.99,5,16.14,Delivered
O001427,C0309,2023-08-30,Books,Novel,3,12.99,10,35.07,Delivered
O001428,C0310,2023-05-04,Toys,Art Kit,1,24.99,0,24.99,Delivered
O001429,C0310,2023-12-21,Books,Python Cookbook,2,34.99,15,59.48,Delivered
O001430,C0310,2023-09-12,Clothing,Jacket,4,89.99,20,287.97,Delivered
O001431,C0310,2021-03-16,Clothing,Dress,5,49.99,20,199.96,Delivered
O001432,C0310,2021-09-17,Food & Drink,Olive Oil,1,16.99,20,13.59,Returned
O001433,C0310,2023-04-10,Home & Garden,Rug,2,129.99,0,259.98,Delivered
O001434,C0311,2022-08-08,Clothing,Jeans,1,59.99,0,59.99,Delivered
O001435,C0312,2023-03-14,Food & Drink,Olive Oil,2,16.99,0,33.98,Delivered
O001436,C0312,2023-03-25,Clothing,T-Shirt,1,19.99,10,17.99,Delivered
O001437,C0312,2023-02-18,Beauty,Face Cream,5,39.99,15,169.96,Delivered
O001438,C0312,2023-04-20,Home & Garden,Cushion,2,34.99,10,62.98,Delivered
O001439,C0312,2023-10-14,Food & Drink,Protein Bar,2,2.99,10,5.38,Delivered
O001440,C0313,2023-04-11,Electronics,Mouse,5,39.99,0,199.95,Delivered
O001441,C0313,2022-02-14,Toys,LEGO Set,5,49.99,15,212.46,Delivered
O001442,C0314,2023-12-10,Electronics,Mouse,1,39.99,5,37.99,Delivered
O001443,C0314,2023-12-20,Home & Garden,Rug,1,129.99,0,129.99,Delivered
O001444,C0315,2023-09-01,Electronics,USB Hub,3,29.99,0,89.97,Delivered
O001445,C0316,2023-04-19,Sports,Dumbbells,4,59.99,10,215.96,Delivered
O001446,C0317,2023-04-06,Beauty,Lip Balm,3,8.99,10,24.27,Delivered
O001447,C0318,2023-12-05,Home & Garden,Rug,4,129.99,15,441.97,Delivered
O001448,C0319,2023-12-18,Food & Drink,Coffee Beans,3,19.99,15,50.97,Delivered
O001449,C0319,2023-03-06,Toys,LEGO Set,2,49.99,0,99.98,Delivered
O001450,C0319,2023-11-12,Toys,LEGO Set,5,49.99,0,249.95,Delivered
O001451,C0319,2022-05-30,Toys,Board Game,3,34.99,0,104.97,Delivered
O001452,C0320,2023-09-26,Toys,LEGO Set,4,49.99,5,189.96,Delivered
O001453,C0321,2023-08-29,Toys,Puzzle,1,19.99,0,19.99,Returned
O001454,C0321,2022-09-06,Toys,Puzzle,2,19.99,20,31.98,Delivered
O001455,C0321,2022-11-30,Sports,Skipping Rope,4,9.99,10,35.96,Delivered
O001456,C0321,2023-05-07,Home & Garden,Cushion,3,34.99,0,104.97,Delivered
O001457,C0322,2023-07-22,Home & Garden,Rug,4,129.99,0,519.96,Delivered
O001458,C0322,2023-10-26,Beauty,Face Cream,5,39.99,5,189.95,Delivered
O001459,C0322,2023-08-09,Home & Garden,Rug,5,129.99,20,519.96,Delivered
O001460,C0322,2023-12-16,Beauty,Perfume,2,79.99,0,159.98,Delivered
O001461,C0322,2023-06-22,Books,Data Science Guide,3,44.99,20,107.98,Delivered
O001462,C0322,2023-05-12,Electronics,Webcam,4,79.99,20,255.97,Delivered
O001463,C0322,2023-10-26,Electronics,Laptop Stand,4,49.99,0,199.96,Delivered
O001464,C0322,2023-08-30,Beauty,Perfume,2,79.99,0,159.98,Delivered
O001465,C0323,2022-02-17,Sports,Resistance Band,4,14.99,15,50.97,Delivered
O001466,C0323,2023-07-30,Clothing,T-Shirt,1,19.99,10,17.99,Delivered
O001467,C0323,2022-05-15,Books,Novel,4,12.99,5,49.36,Delivered
O001468,C0323,2022-07-05,Sports,Resistance Band,1,14.99,20,11.99,Delivered
O001469,C0323,2022-07-29,Electronics,Mouse,3,39.99,20,95.98,Delivered
O001470,C0323,2023-05-27,Home & Garden,Cushion,5,34.99,15,148.71,Delivered
O001471,C0324,2023-08-08,Home & Garden,Cushion,5,34.99,5,166.2,Delivered
O001472,C0325,2022-12-02,Books,Cookbook,3,24.99,0,74.97,Delivered
O001473,C0326,2023-11-13,Clothing,T-Shirt,1,19.99,5,18.99,Delivered
O001474,C0326,2023-11-03,Home & Garden,Plant Pot,3,14.99,15,38.22,Delivered
O001475,C0326,2023-11-11,Electronics,Headphones,3,149.99,0,449.97,Delivered
O001476,C0326,2023-11-29,Electronics,Webcam,2,79.99,20,127.98,Delivered
O001477,C0326,2023-12-18,Toys,Art Kit,3,24.99,15,63.72,Delivered
O001478,C0326,2023-12-22,Books,Data Science Guide,2,44.99,0,89.98,Delivered
O001479,C0327,2022-06-05,Sports,Water Bottle,2,19.99,0,39.98,Delivered
O001480,C0327,2023-04-23,Books,Cookbook,3,24.99,0,74.97,Delivered
O001481,C0327,2022-06-29,Home & Garden,Lamp,3,69.99,10,188.97,Delivered
O001482,C0327,2023-08-15,Books,Cookbook,5,24.99,0,124.95,Delivered
O001483,C0327,2022-07-04,Food & Drink,Tea Collection,5,24.99,15,106.21,Returned
O001484,C0327,2022-04-30,Food & Drink,Olive Oil,3,16.99,20,40.78,Delivered
O001485,C0327,2022-09-16,Beauty,Lip Balm,5,8.99,0,44.95,Delivered
O001486,C0327,2023-03-05,Home & Garden,Cushion,5,34.99,5,166.2,Delivered
O001487,C0328,2022-10-09,Home & Garden,Candle Set,4,24.99,5,94.96,Returned
O001488,C0328,2023-11-01,Home & Garden,Rug,1,129.99,5,123.49,Delivered
O001489,C0328,2023-08-06,Home & Garden,Cushion,1,34.99,15,29.74,Delivered
O001490,C0328,2022-09-05,Beauty,Shampoo,2,14.99,0,29.98,Delivered
O001491,C0328,2023-02-26,Home & Garden,Plant Pot,3,14.99,20,35.98,Delivered
O001492,C0328,2022-10-10,Clothing,Jacket,3,89.99,0,269.97,Delivered
O001493,C0328,2023-10-18,Toys,LEGO Set,2,49.99,0,99.98,Delivered
O001494,C0328,2022-09-24,Electronics,Laptop Stand,4,49.99,0,199.96,Delivered
O001495,C0328,2023-01-28,Beauty,Lip Balm,5,8.99,20,35.96,Returned
O001496,C0328,2023-11-16,Food & Drink,Tea Collection,3,24.99,0,74.97,Delivered
O001497,C0329,2021-11-18,Sports,Water Bottle,5,19.99,5,94.95,Delivered
O001498,C0330,2023-10-22,Clothing,Jeans,2,59.99,0,119.98,Delivered
O001499,C0331,2023-12-24,Toys,LEGO Set,5,49.99,10,224.96,Delivered
O001500,C0332,2023-09-16,Sports,Skipping Rope,2,9.99,0,19.98,Delivered
O001501,C0332,2023-09-08,Electronics,Webcam,3,79.99,10,215.97,Delivered
O001502,C0333,2022-10-10,Clothing,Jeans,4,59.99,15,203.97,Delivered
O001503,C0333,2022-12-02,Electronics,Mouse,1,39.99,10,35.99,Delivered
O001504,C0333,2023-12-13,Electronics,Headphones,3,149.99,20,359.98,Delivered
O001505,C0333,2022-11-23,Clothing,T-Shirt,3,19.99,15,50.97,Returned
O001506,C0333,2023-03-12,Electronics,USB Hub,1,29.99,15,25.49,Delivered
O001507,C0334,2023-08-25,Beauty,Face Cream,5,39.99,20,159.96,Delivered
O001508,C0334,2023-08-16,Beauty,Shampoo,2,14.99,0,29.98,Delivered
O001509,C0334,2023-08-20,Sports,Water Bottle,1,19.99,20,15.99,Delivered
O001510,C0334,2023-11-14,Food & Drink,Protein Bar,3,2.99,0,8.97,Delivered
O001511,C0334,2023-05-20,Beauty,Face Cream,3,39.99,0,119.97,Delivered
O001512,C0334,2021-10-05,Food & Drink,Nuts Mix,1,12.99,0,12.99,Delivered
O001513,C0334,2021-12-22,Food & Drink,Coffee Beans,1,19.99,0,19.99,Delivered
O001514,C0334,2023-06-26,Clothing,T-Shirt,5,19.99,10,89.95,Delivered
O001515,C0334,2023-07-14,Food & Drink,Coffee Beans,5,19.99,5,94.95,Delivered
O001516,C0334,2021-09-28,Home & Garden,Cushion,2,34.99,0,69.98,Delivered
O001517,C0335,2023-09-09,Home & Garden,Candle Set,2,24.99,0,49.98,Delivered
O001518,C0335,2023-10-15,Books,Novel,1,12.99,0,12.99,Delivered
O001519,C0335,2023-08-05,Home & Garden,Rug,4,129.99,0,519.96,Delivered
O001520,C0335,2023-09-23,Food & Drink,Coffee Beans,5,19.99,15,84.96,Delivered
O001521,C0335,2023-10-26,Sports,Water Bottle,5,19.99,20,79.96,Delivered
O001522,C0335,2023-01-15,Beauty,Lip Balm,4,8.99,15,30.57,Delivered
O001523,C0336,2023-11-12,Clothing,Jacket,5,89.99,10,404.95,Delivered
O001524,C0336,2023-03-21,Food & Drink,Tea Collection,2,24.99,15,42.48,Delivered
O001525,C0336,2023-09-06,Food & Drink,Olive Oil,3,16.99,20,40.78,Delivered
O001526,C0337,2023-07-27,Sports,Dumbbells,5,59.99,5,284.95,Delivered
