customer_id,registration_date,country,acquisition_channel
C0703,2022-04-01,Germany,Mobile App
C0704,2023-02-19,Austria,Email Campaign
C0705,2022-11-08,Switzerland,Website
C0706,2022-03-30,Germany,Mobile App
C0707,2023-10-08,Austria,Website
C0708,2022-12-18,Germany,Mobile App
C0709,2021-08-30,Germany,Website
C0710,2021-06-27,Germany,Website
C0711,2022-06-01,Germany,Mobile App
C0712,2023-04-03,Germany,Website
C0713,2023-06-28,Germany,Email Campaign
C0714,2023-08-03,Germany,Mobile App
C0715,2023-03-27,Germany,Website
C0716,2023-12-01,Austria,Mobile App
C0717,2022-07-14,Germany,Website
C0718,2023-02-27,Austria,Mobile App
C0719,2023-08-18,Switzerland,Website
C0720,2022-03-01,Germany,Website
C0721,2022-01-23,Germany,Email Campaign
C0722,2022-12-12,Austria,Website
C0723,2021-03-09,Germany,Website
C0724,2022-03-23,Austria,Website
C0725,2023-09-12,Germany,Email Campaign
C0726,2022-05-22,Switzerland,Mobile App
C0727,2021-09-09,Germany,Website
C0728,2022-04-19,Germany,Mobile App
C0729,2021-09-29,Germany,Website
C0730,2021-03-05,Germany,Website
C0731,2023-01-23,Switzerland,Mobile App
C0732,2023-02-05,Germany,Website
C0733,2023-11-13,Germany,Mobile App
C0734,2023-02-12,Germany,Email Campaign
C0735,2023-09-08,Germany,Website
C0736,2022-06-16,Germany,Website
C0737,2022-08-16,Germany,Mobile App
C0738,2023-07-15,Germany,Mobile App
C0739,2021-09-14,Germany,Website
C0740,2021-03-26,Germany,Email Campaign
C0741,2023-08-16,Germany,Email Campaign
C0742,2021-01-06,Germany,Email Campaign
C0743,2022-07-22,Germany,Email Campaign
C0744,2022-09-23,Switzerland,Mobile App
C0745,2023-02-22,Austria,Website
C0746,2023-01-05,Germany,Website
C0747,2021-11-21,Germany,Website
C0748,2021-08-25,Germany,Email Campaign
C0749,2022-09-20,Germany,Website
C0750,2021-05-06,Switzerland,Email Campaign
C0751,2022-07-21,Germany,Website
C0752,2021-09-16,Switzerland,Website
C0753,2023-10-05,Switzerland,Email Campaign
C0754,2021-10-28,Germany,Mobile App
C0755,2022-05-26,Germany,Website
C0756,2022-12-04,Germany,Email Campaign
C0757,2023-01-15,Austria,Email Campaign
C0758,2021-06-30,Switzerland,Mobile App
C0759,2021-11-12,Germany,Mobile App
C0760,2021-02-24,Germany,Website
C0761,2023-02-09,Germany,Website
C0762,2023-10-01,Germany,Website
C0763,2022-10-30,Germany,Mobile App
C0764,2021-03-06,Germany,Website
C0765,2022-07-18,Germany,Website
C0766,2022-08-20,Austria,Website
C0767,2023-04-22,Germany,Mobile App
C0768,2023-10-07,Switzerland,Email Campaign
C0769,2022-03-24,Germany,Website
C0770,2022-08-14,Germany,Website
C0771,2022-11-22,Germany,Website
C0772,2022-12-14,Germany,Website
C0773,2022-02-05,Germany,Website
C0774,2021-03-23,Germany,Mobile App
C0775,2021-06-12,Germany,Website
C0776,2021-10-12,Austria,Website
C0777,2023-10-05,Switzerland,Mobile App
C0778,2023-02-26,Germany,Website
C0779,2021-04-06,Switzerland,Email Campaign
C0780,2023-03-19,Germany,Website
C0781,2022-03-08,Switzerland,Website
C0782,2022-03-08,Germany,Website
C0783,2023-03-04,Germany,Mobile App
C0784,2023-04-20,Germany,Email Campaign
C0785,2022-05-05,Austria,Mobile App
C0786,2023-05-31,Germany,Website
C0787,2021-05-19,Switzerland,Website
C0788,2023-01-29,Germany,Website
C0789,2022-02-08,Germany,Website
C0790,2023-04-14,Germany,Mobile App
C0791,2023-01-29,Switzerland,Website
C0792,2021-03-01,Germany,Website
C0793,2023-09-03,Germany,Website
C0794,2021-05-13,Germany,Mobile App
C0795,2021-01-20,Germany,Website
C0796,2022-11-08,Switzerland,Website
C0797,2021-06-16,Switzerland,Mobile App
C0798,2022-06-01,Germany,Email Campaign
C0799,2023-04-07,Germany,Website
C0800,2023-05-25,Germany,Mobile App
C0801,2021-06-27,Germany,Mobile App
C0802,2023-09-16,Switzerland,Website
C0803,2023-11-07,Germany,Website
C0804,2021-11-16,Germany,Website
C0805,2022-08-08,Germany,Mobile App
C0806,2023-10-28,Switzerland,Mobile App
C0807,2023-11-21,Germany,Website
C0808,2021-11-14,Germany,Mobile App
C0809,2021-10-08,Germany,Mobile App
C0810,2023-08-02,Germany,Website
C0811,2021-10-22,Austria,Email Campaign
C0812,2021-06-20,Austria,Email Campaign
C0813,2023-07-11,Germany,Email Campaign
C0814,2023-01-29,Germany,Website
C0815,2023-05-25,Germany,Email Campaign
C0816,2022-12-01,Germany,Mobile App
C0817,2021-09-07,Germany,Website
C0818,2021-03-02,Germany,Email Campaign
C0819,2021-07-19,Germany,Website
C0820,2022-05-08,Germany,Mobile App
C0821,2022-04-10,Germany,Mobile App
C0822,2023-06-26,Germany,Email Campaign
C0823,2023-07-30,Germany,Email Campaign
C0824,2021-07-15,Germany,Email Campaign
C0825,2022-06-02,Germany,Website
C0826,2021-05-27,Germany,Website
C0827,2021-05-19,Germany,Mobile App
C0828,2022-06-02,Switzerland,Mobile App
C0829,2023-03-01,Switzerland,Website
C0830,2023-02-10,Germany,Mobile App
C0831,2021-11-09,Germany,Mobile App
C0832,2023-11-17,Switzerland,Mobile App
C0833,2023-02-28,Germany,Website
C0834,2023-12-02,Switzerland,Website
C0835,2021-03-01,Germany,Mobile App
C0836,2022-09-03,Switzerland,Email Campaign
C0837,2022-11-04,Germany,Website
C0838,2021-07-27,Germany,Mobile App
C0839,2021-06-05,Switzerland,Mobile App
C0840,2021-09-04,Germany,Email Campaign
C0841,2022-10-12,Austria,Website
C0842,2021-03-20,Germany,Mobile App
C0843,2021-08-17,Germany,Mobile App
C0844,2023-02-07,Austria,Email Campaign
C0845,2023-07-29,Austria,Website
C0846,2022-09-09,Germany,Website
C0847,2022-02-15,Switzerland,Website
C0848,2022-03-04,Germany,Mobile App
C0849,2021-03-26,Switzerland,Website
C0850,2023-02-24,Germany,Mobile App
C0851,2023-04-02,Germany,Mobile App
C0852,2021-07-26,Germany,Website
C0853,2021-07-02,Austria,Mobile App
C0854,2023-09-22,Germany,Website
C0855,2022-04-25,Germany,Mobile App
C0856,2023-05-03,Austria,Mobile App
C0857,2023-07-15,Switzerland,Website
C0858,2023-02-11,Austria,Website
C0859,2021-07-11,Germany,Email Campaign
C0860,2021-11-29,Austria,Website
C0861,2022-11-06,Germany,Mobile App
C0862,2022-08-12,Germany,Website
C0863,2023-05-22,Germany,Mobile App
C0864,2022-07-21,Germany,Email Campaign
C0865,2022-03-18,Germany,Website
C0866,2022-12-31,Germany,Mobile App
C0867,2022-11-13,Germany,Website
C0868,2022-09-23,Germany,Mobile App
C0869,2022-10-22,Germany,Mobile App
C0870,2023-02-18,Germany,Email Campaign
C0871,2022-10-22,Switzerland,Email Campaign
C0872,2021-12-25,Germany,Website
C0873,2021-10-30,Austria,Website
C0874,2021-08-29,Germany,Email Campaign
C0875,2023-03-17,Germany,Mobile App
C0876,2021-05-11,Austria,Website
C0877,2022-07-11,Austria,Email Campaign
C0878,2021-12-25,Germany,Mobile App
C0879,2021-04-15,Germany,Website
C0880,2021-07-30,Germany,Website
C0881,2022-01-05,Germany,Mobile App
C0882,2021-11-28,Germany,Mobile App
C0883,2023-01-05,Germany,Mobile App
C0884,2023-06-17,Germany,Website
C0885,2021-04-25,Germany,Email Campaign
C0886,2021-09-15,Germany,Mobile App
C0887,2022-06-28,Austria,Website
C0888,2023-04-29,Germany,Email Campaign
C0889,2022-01-08,Austria,Mobile App
C0890,2022-04-04,Germany,Website
C0891,2022-09-19,Germany,Website
C0892,2021-03-05,Germany,Website
C0893,2021-07-22,Germany,Mobile App
C0894,2022-10-30,Germany,Website
C0895,2021-04-15,Austria,Website
C0896,2022-09-02,Germany,Mobile App
C0897,2023-03-27,Germany,Website
C0898,2022-11-21,Germany,Email Campaign
C0899,2021-05-30,Germany,Website
C0900,2021-03-16,Germany,Email Campaign
C0901,2022-08-09,Germany,Website
C0902,2021-09-22,Germany,Mobile App
C0903,2023-02-23,Germany,Website
C0904,2023-05-14,Austria,Website
C0905,2022-11-18,Switzerland,Website
C0906,2022-05-12,Germany,Website
C0907,2023-05-28,Germany,Website
C0908,2022-11-26,Austria,Website
C0909,2022-11-25,Switzerland,Website
C0910,2023-02-24,Austria,Website
C0911,2022-09-26,Germany,Website
C0912,2022-06-19,Germany,Mobile App
C0913,2021-08-23,Austria,Website
C0914,2022-06-18,Germany,Website
C0915,2023-09-25,Germany,Mobile App
C0916,2023-02-02,Germany,Email Campaign
C0917,2023-02-19,Austria,Website
C0918,2021-04-17,Germany,Mobile App
C0919,2023-03-09,Switzerland,Mobile App
C0920,2023-01-27,Germany,Website
C0921,2022-02-23,Germany,Website
C0922,2021-06-27,Germany,Website
C0923,2023-11-30,Germany,Mobile App
C0924,2023-04-10,Switzerland,Website
C0925,2023-07-28,Germany,Mobile App
C0926,2023-02-03,Germany,Mobile App
C0927,2021-09-12,Austria,Website
C0928,2021-03-31,Germany,Website
C0929,2022-02-22,Germany,Email Campaign
C0930,2022-03-21,Germany,Website
C0931,2021-09-15,Germany,Website
C0932,2021-02-10,Germany,Email Campaign
C0933,2022-02-20,Germany,Mobile App
C0934,2022-12-11,Germany,Mobile App
C0935,2022-08-06,Austria,Website
C0936,2021-04-05,Austria,Website
C0937,2022-11-25,Switzerland,Mobile App
C0938,2022-04-14,Austria,Mobile App
C0939,2022-04-20,Germany,Website
C0940,2023-08-20,Germany,Website
C0941,2022-11-13,Germany,Mobile App
C0942,2021-06-02,Austria,Website
C0943,2021-03-01,Austria,Website
C0944,2022-07-22,Switzerland,Mobile App
C0945,2021-03-18,Germany,Email Campaign
C0946,2023-08-30,Switzerland,Website
C0947,2021-09-19,Austria,Website
C0948,2023-08-22,Austria,Website
C0949,2021-12-31,Germany,Website
C0950,2021-07-11,Germany,Mobile App
C0951,2022-03-03,Germany,Mobile App
C0952,2023-11-12,Germany,Website
C0953,2021-02-26,Germany,Mobile App
C0954,2022-07-28,Germany,Website
C0955,2022-03-20,Germany,Website
C0956,2021-08-03,Germany,Email Campaign
C0957,2022-07-01,Germany,Email Campaign
C0958,2021-11-17,Germany,Website
C0959,2021-05-08,Switzerland,Mobile App
C0960,2023-04-20,Germany,Website
C0961,2022-07-02,Austria,Website
C0962,2021-05-10,Germany,Mobile App
C0963,2021-08-06,Germany,Website
C0964,2023-04-23,Germany,Website
C0965,2021-05-06,Germany,Website
C0966,2021-04-12,Germany,Mobile App
C0967,2021-12-25,Germany,Mobile App
C0968,2021-08-06,Germany,Mobile App
C0969,2021-07-07,Germany,Email Campaign
C0970,2021-03-06,Germany,Website
C0971,2021-09-09,Austria,Mobile App
C0972,2023-09-11,Austria,Mobile App
C0973,2023-09-23,Switzerland,Mobile App
C0974,2023-05-24,Germany,Website
C0975,2022-02-10,Austria,Email Campaign
C0976,2021-07-13,Switzerland,Website
C0977,2023-03-18,Germany,Website
C0978,2022-05-15,Germany,Website
C0979,2021-03-28,Germany,Mobile App
C0980,2023-11-11,Germany,Mobile App
C0981,2022-12-23,Austria,Website
C0982,2023-02-10,Switzerland,Website
C0983,2022-05-31,Germany,Mobile App
C0984,2021-10-02,Germany,Website
C0985,2022-01-18,Germany,Mobile App
C0986,2023-09-26,Germany,Website
C0987,2023-10-12,Germany,Email Campaign
C0988,2023-01-18,Germany,Website
C0989,2022-09-30,Germany,Website
C0990,2021-08-13,Germany,Website
C0991,2023-01-11,Switzerland,Email Campaign
C0992,2021-09-28,Germany,Mobile App
C0993,2023-10-28,Germany,Website
C0994,2021-10-31,Switzerland,Mobile App
C0995,2021-07-05,Germany,Email Campaign
C0996,2023-10-05,Austria,Website
C0997,2022-08-21,Germany,Website
C0998,2022-07-19,Germany,Website
C0999,2022-04-27,Germany,Email Campaign
C1000,2022-03-19,Germany,Mobile App
